Account,Number_of_accessories
fd91a4f2280598c26f12e5209d002844f43eac96db03fc022e2d36603ccbc58d,0 
92e84605aa65b3f91c76699d05e4b31889a37f9fd4cd15de0a1151e4acb53cdd,0 
bd319771f77948c23c20d81ce926a78a34229b909d1ea970ad06de922baad737,1 
db5252fc5941ab00bbdb0332b0e0ec5812abd1f93b95fe75ee94e9af731e23cf,1 
bea8c84669e3ff35564ec0c6b0e959e81a47af2679034f3e5909e4a6ba68eb78,1 
90acc6c1d3e1509b7aaf5657a784e4b77696db930358d7dd38577a10bb1936cd,0 
c8c2ce31e6dd90ac7f1c797c46367348bdc7543535d4d7afd36282fd6bcac84b,1 
2c478286e2b063275514b20265adf076a59233e7eacd967f7f831c38b8fb75cb,2 
6ea9542e1a47b48eb348ee7c1735436265d5de42baa9a9ae707a604d9b237781,0 
7486bda5e53b19f340426608cbf842b8bb8eaa273ced98e111be3e9c24e519ab,1 
0c078be1247fca7caaedc05b2db2ddfbfab8b32e0de153067a09eff00a2d6c36,0 
3b8461007930e7bcf1a55c70b04e512e08775779f21fe5c4fed3922c8705984a,2 
daafbd50b17c93c2b2ac5d1095a3556b72dee4e2f08de2c7aae36673648b96a1,2 
4e4db76e6fefd2a85c573a1e16d8ca38f7eb50a164a18a2579745e5c7019a0cf,0 
6e938e38fdb6f383fb80b01e0b9b945d87fd7ffea7c6d0f0ee646ae466e289e7,2 
8eb92627d4a100043ab1309bf0a1c9497d85f3426e3f863b21a0065bcb69345f,0 
ca4457db1f51b664247ee7585ce009cf12392595e0f6168c85a92c057edabae8,0 
a8560016f26e45d6a19290541b559f8476f7cc8e00323dbe18814199fada1952,2 
e3d22df613606cf1f08d0c682f89a05519756536636e15a7970948519c2b579f,0 
76d968718e6f23e410ec4dba324eddf4aa8ca562645b1a9622236ee377478a70,0 
3801194bf7826a9670d377dfb41e589bc4e75fc298262f29bc381295d3a34fed,3 
34ed86b7a5c61fddb5e364129fbeca188b2ccee2a9c53133078048718d0285af,0 
f351fb52946c2b57fca4f481b8847cec8371c8410be8dd420c864ac90bf064dc,1 
e0c429ed880b8e95e2bedae1060bd77c2e974ec3298b1a101a0377b50d6ffde2,2 
f52dabd87f7676c3e7d8f7550d791c54d254b0c96e2872db76af3303591a4375,1 
13158f3085d555e540a8b4748bb72570476f57e22cc73d1c1fdf53852f432d89,0 
c417ece3645228b247eaeeaddef1f33e547c0d70e6c6b9de4c1a2078097e2ef3,0 
0e7f151896b7160814b2c925cde0a9d8459f5e05a57e4fee5659319ab799a9f5,0 
3c611f4d322be3189f75b0f655fe67549a134a978db539edc29ada33dc46390e,0 
fce51c4722c04b751af907960b187dadf888a5675008507b01cc7bc203769a98,0 
33dcab4128df588e2346677257f1f8036cf460b4a1142a3d1a5aea425faea837,2 
cc5df755b9f448d7bcea8d8ba0f664b12eda96d4017731757166408528a1399f,1 
4296ea9b7c3733d1c1e2b3d2725fa30df97f7420d12d39f04e47a6ae114c54c8,1 
ddfbfbf9321f707bf06b8fddab0117bb1905e1e7aa64a4f3ec8808491808b817,2 
73650a0538323ae21fa29f6737cfefb24b798548d45dbcab34d70e6cdc6f1269,1 
54d1a59edabbd2b2968978c23643d1c750b5d6812a7d88e479dfcd5000533944,0 
72b9e57bb056cdcba5fb054629e7a01ab97d8bb196f5d13627a3e7aec51901c3,1 
59368f2a9f7bc6aedff215171d9f96d89d9989db5c8cad9cec0c92ad69ff4530,1 
27abeaf9038342a85cc73e9e182a9af2476b834423ee1f90c52fb5cbbcea1abf,0 
7e006ab89bf5f628849232bf4f230854e107c643ebc54798ddd9ffe05254f7f5,0 
31967de8a7cce31b624290f5b20e2f9769cc1207e1bd319d7805695ec5c1927d,1 
74da935db3e1c0472ac0e8e08b03dd7be0da4c02bf68df8247af138df43d2dd2,2 
a4621301ccd16eec2bf402077fd9b44acf5969d2e825fe1d683b7ebd06430bba,0 
f6344c3bceb57d158c2931a75b977f95dd09114288e58619ac193c05860b1d5a,0 
da1959fa4f5480c3f40ca9949adbce031bb59afe072b5c18a6d53200ac1f617a,1 
24d40a7e6ee1e84e3680df3e8f7e938fae3d24c71eb95e231fe91a604aeba475,2 
a16041f9dbf66c031e1002d9da91554fe4d8ec1168c2dac39b766e46df9dbae9,2 
8dad581ad46d78c73a07140e5208ff8132e629dad2beb39ef92da263cce27c2a,2 
62bec5ed8cb69b7faaf0345fccb6c1e0d07a305c3f49f20a38837830a3de2791,1 
0bc6d4a7858a6a476150b51ad68260929851ff42feb75ce9f7d27c59528166a4,2 
482eebf253e933c7b695baf2dad0747c3e9ea16788e1919d89d628172f63400b,2 
0caa459e587e5dcdd526b58cd2939a3d8115db3b04f5779fb8aaa70f9aa674ac,1 
f97b80341a19e04cd6a118fb4ca2d260c2cc952da85350d21bab19a7ea3b97ca,0 
e0cddcbe525eafe9752d53d56202368f00a4b4e2185f8425529a75ee84f8d0e6,0 
ff021988dc4d4fc4b8c33c9143b781824453efb21c709854539d62e918e230f7,2 
64c4b527415cc4f8d80782954a95d8bbf0d6a30af5e8f6d6af1e485e895ae14a,0 
768a371c95db8caa7809e566fa93cbe581c0b27b4d1df4f5223d23a565739018,2 
c83de79bf89be702fa162ff25c134c78e3c4d2412009bcb14b999d4a53438875,0 
7d7d7fb28d858acd318e47015eb67d1bca3528b948488cdb1461fabd16c5ae3f,0 
62b1a5ae93130eb5ed8fd2716d87a9268dc2cd9f9f6f29dcab46efaeab642a90,1 
568d8c08567d0aa5ba69e23da559490ba795d112acbcf48bce5cbf1ce5c9b72b,2 
43f720ca6960ed7af55c1a598bb032e227aedc9a83cc46d47bcdb0f0da0a0583,3 
b79ba693c84fcc845ba39282d87cecd8864a153c40b576adb2350fc7902c013f,0 
d24f49cbd9c34f1fc9d37174a8d3aee077846409e1305da5fe31bcab4af9c178,0 
ebf99f39efe3ae501d2ab40205ce6c101c18c2857d1d7352c35a046cbc788a77,0 
640ea7b2025bd746cb214a61786de904bd40fd3730a05e34090f1f87866cdb68,0 
2b93c549fed34573a3e5c95c8b8e6423722ed94c5417cb9e73091340a224d6a4,0 
37eeb75c58273a2bbe76b67a983726f8667535a3deba5915eb83073a4918d479,1 
d996dca55e2b5b6851ee8c77eeb2c926943fead27af8801e8f271949dcd52ebd,0 
0e70776630b2f18a8f83c0b0e9d06860750cfc1041585e603f01ee4819d81390,0 
b904bb54bdc3983ab82800bef38fd4c26638efac425cd548bea62874e4c2744d,0 
411a989aaf8b43f279dfec8925607e7f5894b2083203a842c5d0d9ea8ad8277f,0 
4bbd85ae67392acf453b2e7e448e9699dc1efb0fd03efb33da1bd9206a8ae418,0 
041f42209c7cbe51e7db1b1c3c77751a3bbd224bf4add2d9b5c1061e26e1b400,1 
b134573759a976412e99016e33dd7a5c6249a24efe7caa17ea02e77123fb18cf,0 
76b2cadff7296653b2a15fe2e957832817bcc459b0db6b38abc25b5875445ff1,0 
b31e82e002f0233865710a035498f743de233eda9d267ba45600ee7c9e479be6,2 
58b99c6777d9610c40f9fdc30c0ea02fe15b4521e19426f85dcfa20cc237424e,2 
5ed361d45b385cfc0051d0b23f90f9dbbaf31bbf477fd680c50291cf660fdf54,0 
939169404778383aa7a66e0b83c32569ebffc3af5b7035bd05bc787664c56953,0 
b2c6b2678761437fd45d5b86b2f424799037583f37b90f84de54f0f075ddc674,2 
6ee0cc5976170d2469eefc5bdf1f079bfac1d6c012bd3c473aae337ba46ad4dc,0 
ff6ffaeaac621821faa8ead8f526abc4044c8b30110529b726a322cd8dc9b91b,1 
04381cdf9d87542716ebaef00039a37a72eb633e4776e9f214e096aefe744c08,0 
80e5fd3809875cf2426bf1d322d6b23150a22ee293ac2d34939308a4f3bef2eb,0 
0fefe22755ccab6274b28186e49c33cf8988d353f3700e117d7c8fef3a4d8183,0 
00239b48844d028c982d199a0039fcaa39853bd15f5d95ff32793a1e9814acbf,2 
61fbc8af77e6d637ab596af89f26ecd41d88c11b3cb28f5bd5bb55fba476ba8b,1 
4e044b4a5b17551ebb0932211297c8d24c5c501521bb42174495d32655e08807,1 
1ae6cbface1f9ea2696ba03246900cc1cebe040e1a6e7098f81a060293a2e9ae,2 
708eff030880df5c7694e4b5224578aee46f20aa89611f8e201048a3bd05f2f8,1 
8c84199360b3e41150009d5e2fd6070e6cbaadc707030d16b9270b6e907c2564,0 
2c9145322daf62e15f6d81af49c3e806e0bcfcb76c9eb861302cd3449a3f7764,1 
c56e436e5f13b279b2d1bc2c696d93587a8fae7fcb270c9d4443a2bd5543584a,1 
1a0f3b35256749016c158f1f90095ebc529924feba7663c37beb293fc3f90a16,0 
8ca1596fb9c7c15e46a6d226385611003a3f0b1aaf3f51281080390858dda77e,0 
c90f4e159855d0f1cab487fe5139f7b03684ef2be3189444d232e4e7172d8e5f,0 
40f21706b0898b2f4bbba281a4ee2f14a62b4a379d59510ce23c0026865b6187,2 
9b2591e0f0a594489416dcf0d9deddfea449d9c39ea04aa07e9a5a5305f004c0,0 
b47ad12d18c5dfc4d67f68571e115356bef8155d9e7d8d9d3f7b799082ec85f1,1 
94013ba955b1aa0f0a73928540f79c48b8083b583bd15815071449b70b41ccff,2 
9ce61c32ca9f6f6604f4c0115b8bfec71fc946bad4f34b8a24e5faa9d477a1af,0 
ac6ad3e69322967cf473529d63b461a1ab458e89d5cacbb999c75cf9578e616f,0 
7d42a0376d3d57b26d49d030099d862eedbc03a9cbaa119a1bb4d0c508efdae9,2 
cf3ae437116a6b62df676f52d19388fd58d1e4e633ecbe648a8b64f64aed1373,0 
d61d3b62806bcf1d2d74c4869e531e6380b40b9a62b20dc1fcfa9b22e56f00ac,0 
da3e41c7d99671555e2d0242259bb65a498b67ed9d35cf1ff71fd2d63202f571,1 
d190c4f1cc2f03c6a758c87fb06331c6a72e5f1441c0a15ca98246307847b675,0 
74b74eb3faedd783be40832a24d0fd49156460e100ac4bf9330dfb9108b5467e,1 
feaed631da46651b3ba1a1ff85d7750806daa6aade967265de461d7f7f26b265,0 
1e837cdc1146615537ffe3c141cf3522da7b05f42fc6ad1e5ec221860b87fa60,2 
a2f4c53fc6621b50899f8252ecad5ba4552236ae9ff51e1dece80ed33821e9e2,0 
d83501f3516fd1d52533ec6061753d58d036061bf8c60ef60420d167841f89b2,0 
3c87d8649fef7ae6da473084cf9459fdad366d5ffc1637ef60c87292acafe9e2,2 
33db6ac962f6196451dcde8c61fe20313a40c83206a12741b52c15694f23efd7,0 
bd726ec3c194c917ecd5eb5d05d49b33de0efd63e919d7eb71e659d3692aff85,2 
efd283a7315a82ddecc9767f6d22c21c3cbc5cb7551b258f1afdb2fe49343bcf,0 
5a1e6742f51c67144430d6b30fa900afa4723d57fd69503d7d86212000d1dd4f,0 
1dd67f2c1e66310384a6912feb7e793589b36dd2cd645c72e3197d54d2752efc,1 
c6c4f1104c39e51309633bb79e387266ae6416c97fdd951ef1973de4adf1c69c,1 
804d514ea9a95c19ccdab306170efce80f681354b439829d759dbfcd2e5d180e,2 
eaed7a8690a446233bf3cdeb10a49fb625b3370b2acea1d7d1e63705935641b4,1 
361f4073534004cb46f4dace2ee3f9aeecf0720ba6aaa2098c8cd22ba2979c47,1 
363b69f7a35d58d1e9ac484660ae71b6a1711b65d9cab1f93fceeff0ebcc1f95,0 
01db6469fa23cc11ea567a8c679acdfba94256501d6be33c14d8421af39fd402,1 
f07142c3caa2c9529ef7fc2c58bdedc800e894579dbfc4b38af2878940463375,0 
db4ae3ba26ddeb4a05145b948a27744c89467f55d101e557b40fd954ea07cd2a,0 
81116b5611959289d90a345660d4aaf2a621f9fec3b10e7f9e6c352728846530,1 
9f440803b254011582809ca5227b08735bd05e9de7444296057bd3c2b5a126c7,0 
7a24ae3b04d9f7865f3d4238fc1c8adfcc04664d86d8efbd8646bb1ddb79305d,0 
82676b69f2232785856c3dd060de5461464939c6abc18458614c9e468423e935,1 
393c81721fe31d54edee0022af89cbda394ce783aaed46a41f81154c3176ecbc,0 
f8854e08ae07f1d4d824953ede12348f1a2039841bd05e9355b1b213da988e75,0 
51f8ab43560a7927c0819347d3a5a7cc5cd82ba2a37848d814d93a51a2e7885b,0 
0c27ba3c5eae1e8a2b10148f322e9eb625ef2d50842cb86b811aa64ae0effaa3,0 
aea6bcc06cc0a19aa32e98886baf1b70ed1c2c91e31e85e49d31178d98af4c63,0 
9afc66c2a795fb4e721639127ca2411bd4d7279b1ee9767a12819b633233c169,1 
2b320859c970d5db4858a38121e616316cea0d853f176cdec1b55c9c29503c37,0 
4735f41c13459454f28d5f1d501d9c6a788338a37834938455618d6e0a524565,0 
222311a7fd492aec155c86d8a966259e2547c2d234f1d928290ce43a941d9dd7,0 
8b9153e121beb755604891e98520b98d03a671a6aaa2937d8be61883fe2be86e,0 
1cb09132aca235c098cf6fc6939833b2ea3541ceb5d252f2615d197aca6379ec,1 
06eac89ea2806c2551e3f1322cd713485377246b788c10f23f940708db752a55,0 
de82f6c78a20929bd1045ecd84c583d3bc786ffcb5ae8a6ad05cc4872c6b2cfa,0 
25f308973451dcb36e0b1cb55d6a7c942c5d4fc2fbbabdd4eaf2e11e37c6fc82,1 
d59239a30fb2372488c74ae1e77b7430942f4e90c5ede1397bac04ceeea0733f,0 
08012ea1235a206da97ad4f5a27637ff451873023fe58aa66f457ed04f34ac2f,2 
58cc43936fb9fe82b6eae57c340861a95d6b4444f26b36b2ba3da4145034e71e,0 
2ef10eeed43f448126cce0e3b71f5148a94f581ddab3c5d0d51d56918179d33d,1 
d7079e2ad60b4856806ba12ee7f84836ec2926619bee8b4f95e3e6e3cbf3c073,0 
49a87dba0e3de0745669307fefc65ccebbbf0b8325545a857e24d2f3edebc3e3,1 
db37c5fc1097b5e95c995864ab947a6b411a6526949495dd1e48fcadecd335d7,2 
6906163b8361109a23255afe1b2502411a1aea308fac47db54d7f99f826a445d,0 
8ca3cfd91cab4b7f56d316be482ad776e2071eefd65514bee7300293aaa42be3,0 
4d5b4c1512516a6308062c4ecb5bdafecc04b3f4f9411f1de070d50123d0cc16,0 
5dd61c3fda241d814d43f1fdf5b5f2dde3441382366a479f78be9195e0d605ce,2 
2507d0f2af2da705357f3b913941377c32beda0458a33f957b852c43a2175ebd,0 
a972168c638e19f41bb7dfb719bca265a1b7332432777e4fa1cf7a659a29c565,1 
2e7f009feb390a0f5a98a41708c26d36b6266a06700bc689a9c9cb137ab1d6be,0 
38c927e5e611ce59cf33c38237c5efb24f50fa6a606b85e1a9ac9132f4ad1408,2 
ae7604cb85075cbcc61d526d66b978612e91b7c785a7c88edb14b6d8de5e41ff,0 
1223cf3d91604ae84ec8809d60c888c9286fbe69260c105346c1817cbde288cf,0 
e406e6e749189e29edd5362d0f0a43d1343bd3761e3ee2da4358b4ffa86b50db,2 
b77751b8bef9c876c900af8ea24de6b8ff6037ea2dd022b58610b5ab7aed72b9,1 
8b6a1fe4a358848c550b130f51b6a98ae212fc7f2752419202d38f69d83ed29e,0 
482fd355e506d9999414c5b8c42c1299fd9a619f908d97676e58fe995249a36f,0 
651472743cc33233e23d6c1842e79e436f3a44dff5c4a17d18ac4a76c5f466d7,3 
cea1bad0f6a418bbc82c6082744c6c297296304e78d506ef41d4ce2b09b4fc9d,0 
27b16633eb2667fdf47f78c47b363965fa6aa93dce5458169714850cd5978e85,0 
322fa7ca8aad8acfdf123e8e5feccbd35bac3acc6f2bfea7cebb2d30e7563805,2 
c0a96c5396e7165deb19ffdf0ec0d1f41f40a85fb333cc0b29d4dfe656fecada,1 
6cdf6065321e2055f9c573a6558c0bcbd12593f697bcd89825044603b665c4d0,0 
884e39cdb853c010f36a674b2f290a30ba8529aff360308769e7d8d5f15ac025,1 
a75bd0765ab9a370fb075fd8d784202c0fd9d3d7ee7daaa8567c45ef42060a5f,2 
438cae16c5a2ba4c66f78a89d1a9b94793942981b93799b2dbb25548c6f4b4c6,0 
e250aae7f7e0b02338650f90d2b92962e54aeb76e57c33569127f842bb895a5f,1 
d7d2bed871b4ba6f9461b59db3d59e896037eed54648eb6cfa8e32bbde9fa46b,2 
cc2b223477eb069b491ed9ea78cb5b65518a18704be5f1f7bc3b33ed021c1d88,1 
d934aea81739b492cef20940c52a6a54381edc5c851a46c3c78db7e6ab86fff3,2 
45fc8eabdd50f2569172bc4a501510dbc4af112a75f3a3c14aec1a8b987ca1e6,2 
20ff788eadf0f56ec9b756600b53b10aa06f92c0607700e15fe503a6921ef459,0 
36c824a42ad08868f148a7b3004f777e79a3821ec3f9a5a6dfce621c88ee5f01,0 
c9fd7d8c9b17804b111f4f318ba80435f41440f2c72b4b4640e5488a679435ca,0 
8998e8d322290e8d7d5c2c6e785e3e528b119bde9ff44eac80749dfccbb9fc23,0 
fb89f726361b4676c0472664c9b75c83c03611a5dd4964dd618c466655539064,0 
b5e3dc1b2cb8a75bcaa9b160286f56e7b31b5805c083cc6042412f9e80cb9e19,1 
a0cfda00940fd529f1f23a28e272d432f56290c19a221bd070eac07a9e2ee067,0 
d5aa697a1695c9ef24bb08e42d2731c32b0f44f4f2b8d3ce464f3cc899c2bfb0,0 
e5797ba67f498681d499a74f7cf9666f4f7fcad48b786c939ad95883b220965d,0 
136977e276e65da96fb145726c0b104eecf4f58a09fc0853b0dc69efbf462c49,0 
34295c501b83704fb502225d8581023c7c4748f4de7d0a5be7d42b8b66c42775,0 
493c3a151b4890d4d4952327791def78e5b1c355c61f4949381fd61fd36347ab,1 
8a2d259a10acea099469c5a97eae38ba4a988e9d411225a836faa6122e207bef,2 
73f377ce30470de846951d4e82acffe98db8a7be335bec4b2e3edcec02a72530,0 
4cd8faa66bd2059da4557f65569ef5966968993808d9cba50ef4ac367de7f627,1 
9d690c3e468963302d1e432892899bfb0f0c8ecd67fbef14b03647dae6c9d579,0 
0d1e654e319ea292baecf5657cfcbc20751ce56a68c16821ed726e24284dc0a2,1 
3b41acad5545286f377e944aaf5f5b5067a8c686ad2238f1502ea50ad1894c1d,0 
ee5154288dcb91d9c879d267d034c68139bc8e10a3201a1e46060df015da6ec1,2 
c1924d578a5161a7c2dd51f2076b18815cf6c6348aacefde340eb796bae3f706,2 
9969fdf87425f0a3d9cf9d1dab801b521c688f37715702cfe3f4d4a37b3f6d27,0 
4e785bd1e6a47647fc2525311c3eb3d7b0cbe8fad57e2915a2f5169c29fdf30c,0 
68f6f40a1896b4408faf0a6bb986bac8991271c1d994b57122d325ea592916ff,2 
700145fbc5c692a74f2ef33e958b332107c50dcd2ea542c7c5ecadaeb106d4e8,1 
a3e69993521464405a5a70f999f126c7895b1646c21ed842346a84ecb7517c9e,0 
ac48165a4f600fc2ed684dcc24182cf66f969da19c32526a9d36ea6a64988068,1 
54c623e35915e9f9687517125909ef6f236b838ce402762c6c5a7ea09b3adea8,2 
78d044b007cbf74cf486384c7a06de2cb8841834512d77f4c103321ee4a157f5,0 
a9511674c2a8bdcbee16f97c89fabfe786921b413f96992826324445196593e1,1 
0758559426355a9e9198a0578655fd2ec2b9d1d25ac564b3352fb17c0bc9ae71,1 
9e4ebe29de8544da2acadd709b30ee11d0373b63c4d4d497c68ea8847e4f0d5a,2 
a6d7393bb6ebeb872efa1dc51aec59926c476907736c179e2143d7914f6f1d27,1 
31d7f106250732eb5299056c4cbb6209eb53cb0e7204f5a5a91bdc4fce84ce08,0 
b7abdb5551ac677c9dba5121ca325a95843e81639a90acec6befe31345d56b1b,1 
7301973632d5cbff41c47a554e366a9697dcffc44ad456a1052ddeb16828e675,0 
e7882c18a424d9f730d13a0eca05d50e2be3e289962a331412e29b6f9a3e3ab2,0 
886a229bea68b7ca35cfffcbc8161f1c4e5fac4fdceafb35679b85fa01403b8a,0 
f5a1c0ca56b0e562a98769dc748b76ffeab9643ad5301412858d3812ab886ca1,2 
c33b2af43d2ba7ffb340cc70370a176c9f9609ea7859c3e114a6c5f3b55edfee,0 
defabb230a4aee9d7b034ec20b4f30f23e118071f94fe56bfbae7db933b47559,1 
4634c79667eafbf23aedd5db769b235f11f9edab7f3c7f4aca2e75bece1570e4,0 
6972327a4d27f636b4ee419281d4e09096ea01259d99b14a4b87c5c5bf6d60ed,2 
b966545cd33d068cd26e3d24a95d528a201985e74efc6a98570acdcbdc2f914a,1 
7de76809c2b19b74bd53abdc0aeb5e4c8cf1f99f1c223cdeb1e3d5d69a84416e,2 
8e921decf0870b08818d39c20865f93ef900876cce028d748f0aa9d6ad3470bf,1 
fe2e2608321e0a95d34e5bdb98b9d920f6c8d49316df26336cbbd69d7d37c3ae,0 
3ab157fd57a39a150183c4c86e59d88f52158d88efb94199597ee040b3011294,0 
de2dab926109f394e772053d338da5f8725b80cd3e0db59bcb10bf8528073920,1 
838772fcbcbbe82a0a710498d954d0b16e1b465438d3573ea9be57a89b2290c8,5 
80121dda0a750652fe2a38718ec1478add942c58bbf018a05e4624a5878e4ee4,0 
64802e3bb9ce07a46ca237b469284f85b99378096215dc957728892af4f91b33,2 
d32171925a42d88f061cf53700d6748ccb4b2d5bb844299b94d3a77287078ad2,0 
ab68e09d102279b2e090a5f332d0ad14c31a66cef3ed2b49685ced51c714ec9d,2 
069a84c07e55ec000397f2896c04c85f011fcb485f54b55f762de770f9209016,1 
6e4d782626012da890dc76b1a6914e4b03a6d63fcc5f8fa6f28f9e9441898519,0 
4d22aa93b87ae10aa84326952e8aad609df6675fcfcdaee1b00271c8f1612177,0 
de08979d4f14e9eb5bb93fd9cf76791d2538932c6ab6d1e3450aa05dd04881df,0 
3510be402ab0b290251729c5fa48e4e991f5f327ac1ea6e6dfa98862696f80f5,0 
7c5bb14fe8905bcda20f049678b989762561c347f6ba7d6489234e8996bc51f6,1 
05d03403065192bc9e3bee10be758cf8295c8c15deb817ebe76983039bcd45c0,0 
538ca27ddf54d5559bf59dd690e137f8f348bd0bcc86ce7807bb80dad0e77142,1 
3a8bdbf1a29842168e155c18c7360fd30aede91d27fc0c9d221c4cc256993e46,0 
c0e9de6679020b7934e1c2c7dde4035ea4ee21c33942000c7f7828541cbbe903,0 
d78e4d552663dba315d12e83ab592fe78fa5ed6a24c6947a90ee2dbc74d0228b,0 
98bad2b6b735c526033edc6866523d45362e6eb4ee6aecddf246f20de63feb05,2 
d02a5bb08efdd311f1331860b01f67611b3024068f13ce6b319f9538fb09f850,0 
f4be702b54a8e380b9cee47e4a22bf27d0b722ef796bd9a7438c1b9d2709680b,0 
8b91d2da5f223d080799a0bf1a76d8f64821f2d48bb0e7f1e93bcd37d0baf5ac,1 
e0a74070ce8c1e40545a3a84b827e10f903ffcb9507d897dc61df9cade7f3dfa,0 
6e8c68ac947d6d42f6fe3bde87672d9cea43c1e851de7bad1f013913bb23315d,0 
71ba55025425fce4a9388da22cd9bfee137a779bdf622763f61d9aab91ef4b7f,1 
a5f1d793fdfc2455ba78933c562ad71f15c8ca8d6941c5690d3726b8682f4b9a,2 
7c51550ffd2771c85de2b320dc7e904798786dafc9394925e2d1de3739420435,1 
35c9db2bff0d617f5a21007691371b3f0642ef3c435f5978be1c080a6401a742,0 
c07e33f180e8693a932464e577516b98bec96bcdffd085f21f4c23dcc020cbfd,1 
2b6a16ca855773a478edf60004676d101a6e186fae9e8c3ac978f688417a0adb,1 
c10e671ba35a826458833b33b778925665bbf4a80aceef881d1555174212c77a,0 
71aeb68ff7c03c4fdab2b3ddcbe8ed1aaa07d1dfcd0bf9718ce04ea702798b4c,0 
ad44a32cdfbfc9aeb7e194bb298f97d47aa0294be403e7e6e3b1378b38b1db0d,0 
8f717e30bd8a17af50ffa0ac38c8158dfaf71ccc06a75462a56bb4378abbf933,0 
9116b77be95849f1e4965ea6ac6c4a3015b511f61d4464e00a3f6aedde8fcde6,1 
a6e48a8939bcf9196c44f75cbc6d291b237fb1f333ff7a5d02ab8b28141085bb,0 
1f95e1094d1a463e2d489caba73004491568c9775e715599a5f0338c272562cf,0 
d6a10425ede1481d01943fb74820654722cefc8538a329c290faec03a848f232,1 
96eb80cefdc64aab96df10646e7f0d80b5ddfdec678d48014aedbdd2c2e95617,0 
622ea17b742137e3501312df704a6724a5c031d668b3d68ee84ed2a96111a448,0 
ffedf96436660817205e2a41eedc072bb036a05a46be72149216d21d07dd54a4,1 
85d816e6c24cac2adae4d6d57592b7e2784ded67e1800bc66ee86a7f09d1908e,0 
0066c60d882aa34ef5ff44bddf93c4116bde598b04856ca43005e690b231a2a0,0 
70954a4b30dddf56ba4abbfa56dee64f4ea86d25155c4aa0689a544668b83c2a,0 
4a9fc02ad922d62b0d87841a1ef7f9f11016d601d1cb07c8273990550490bb55,2 
8d5c65c5516f8bfeadb5f440db34488e8a140e822d996531bbbddd472c9a69a3,0 
6447d86b9e767cb4304146007ce9bffde34aed57a42398381b20e85a19569d50,1 
84cc9ad2d7bc3447a944008b44cd94fb32f55dc6f32635b1e6a82139e666c150,1 
99ee38d7d9fe5791c1e05104a81a3d9c881418ee346985c29cd917554b0c3e62,0 
ea3c89df782f0b113e3c282ecba5224f306bf20e5fe9cf46d8b3b2168a040bfe,0 
4666220eaf93ce1cec17a9aaac54215033dde652e0566c620c480f0be78c8a2d,0 
37d36f74faea6f45b0fc5338d63b8ec71068893b7c4664b5076cfbbf5e9db06b,0 
66bd2c9cf5069dd49734f9f8f89e64a144a4eafa1818c9c6801c069160c4d49b,0 
a741734f49fb877676ae8e00836fbe0b754f108a38d1f038ac4d7475b15a5382,0 
a5e4ff5609cc18db117cb349d82e54c507a00b644ee31a312e05d7ad36fa89d8,0 
1e2619c9b9e976966609e78eac9fa9d85b90f6dd5216a5b90eae14d28aaff147,1 
d8ce395c61170ed6b71caa95590d74af5ccb698cc1cd5cf97e7c3ba16084e470,0 
17cd2c8f07a2839b3daa7e8ef95a08565701b26d0938355acba3cfc2e4be37c2,1 
a6b4ebcd14dc1d9cb2cf7fbf107dfa180c30dcf7d43c7ee9c813684163c3096a,0 
812fd9f91ab5971fe897ade31e6cc0011c5fb8e7dec43e9c155f9a5f865b5f0e,1 
2a35a6092f0bdd8b15cd3ebbf749844e34870ac60a2143f591948dfcb0d33ebb,3 
3e8b8160d9e5e46740c8745b082d879fae3bda1b8a7c3d9200e0887580be0c66,0 
10344589cbe8d7f2ac91c8eff91cd04f62e96d2da85dba7a2dafd9f83b205074,1 
1245110aa95554107965c872b0db6a9a7436b518e64bcf1e37999c33c2bb6cff,1 
6a9928371f827391d5c4fb8fec71fc109d5404f984171e93148acf2d0b34e5fd,0 
fc1adf2203f75144e9d6d4a1ae28367e86582af841994c62ba628ce017e90aa9,1 
3fac61671ed7eed5d89a42bcdaad57a43953794c8dfbc464f16d67e37f0a52c6,0 
adbff0a023ca2b64afac8b9bc4ed70b9d8cc6786c44eea8e9947b37e34686049,2 
bcdbe61df42a1241fded394e350ce0eff5fdb99640a8de8bfa577c8e8ec8db4e,0 
a9bd3e7c4580eccfe720bb34836d2fef608903842602fcc547b73bfd30628644,2 
b7f485e9c55aaa24b17e1db8b135ad100f2937cb77b33ce368ad11246e8eebc0,1 
7483244e752b9303b7fda093bf707bbb3f46cc854d365c33fe4749fe7653d378,0 
81332d2ddd039de0840369bc77fbc5f6d1002990571b2d98642cf9dc26a2f837,0 
7e3f2ae3957743efcb617e20bdf3cc77bb406c2ec9e5afaa604f72580ef93d6c,1 
c060db7ea3ef3d3c9257ac45ffb232ca85865134a47e245f8f1e32a59b8fd45b,0 
5c28da2e3c830c7a986e4669d696a2d3fb8bc67dffec2a63de5c8413124eb1e1,0 
768ba3b982d0e906d2aeeb7fdc9edcace8d43ee3c519b802cf5ed3c9c1f36644,0 
f0d43dde46ad003f9b8e9be6738d6c629cdfd640e2b1861ff41b5e83f7221b97,0 
1b73071021e0b197d4c5c07cb6a6ad3b263e4bc0408bc8f9a1f3dc4da3c014d7,0 
acfe6ffbdfb7e9e114cc2b65dbba046e60c733dca5343333b80541a9048b8cf7,0 
