Rank,Principal,Points,Cloth,Wood,Glass,Metal,Circuit,Dfinity
118,2bwzq-cpa5t-5stx3-gegkc-7ctnh-th7d7-zkfvi-bfdhj-i2ztx-vmqiu-xqe,0,0,0,0,0,0,0
118,jzkgi-ckpul-ctszf-loktz-l2etz-76zrj-lk5ut-pu4au-znrtu-sxjbu-fae,0,0,0,0,0,0,0
118,ob62y-cipbw-eyrxm-hcvhi-tw6z4-pzemi-kewqk-kitn7-66gcm-eagym-oae,0,1,0,0,0,0,0
118,pokdi-cnepz-brxz3-5lv2v-7tncn-obj26-b3sqf-s3ok3-qbb7e-2uy2n-qae,0,0,0,0,0,0,0
118,xaxpi-cpi2o-jyys2-g6f2p-wzd7f-5ysct-se3vk-qz2ya-5sgp4-gsrnh-5ae,0,1,0,0,0,0,0
118,drmzy-cllae-7qyzz-mh3gp-dfwfj-s3ytf-ggzev-jlb77-lefoi-edqxy-rae,0,1,0,0,0,0,0
118,tszce-cobfs-zjx3w-aqemr-mg5u4-7lt2n-tpsi7-z6pik-vkryn-gxycc-sqe,0,1,0,0,0,0,0
118,s3ymm-cl4wi-xreis-qhgvl-zh6vm-5v2og-4pz4v-x22t2-qy4mj-ddyet-jae,0,0,0,0,0,0,0
118,3bjom-cnwun-q2fkv-k25hw-ovsrv-5nxdl-5k5pq-2r6qp-vkzbs-2pcjc-6qe,0,0,0,0,0,0,0
118,pjvdm-cjhv5-po7mc-ymeya-vqm2h-5arve-khsec-2k3zb-itupz-teb6u-rqe,0,1,0,0,0,0,0
118,o6o2s-cl76a-o2uvi-aimbp-vfwoe-lr3ps-em267-54mzg-5ipmn-wecng-oae,0,0,0,0,0,0,0
118,bazbc-cofyt-tiyua-bzu6n-wtbbw-hpcex-mb2nm-6ewsa-otoh3-blce3-5qe,0,0,0,0,0,0,0
118,nfvfc-ckozc-vhq2g-dmttj-n4zun-c3nbv-e4snz-s4n6c-blsas-xu6dj-dqe,0,1,0,0,0,0,0
118,aelfk-ck5dy-pulgh-cbimb-vkwxi-ijuvy-hm43w-lnp5n-x3go3-tb7ot-jae,0,0,0,0,0,0,0
118,ps7do-cjlqb-7nozl-4hlep-7gq3v-ry4sl-3xoo5-6zphx-gkros-b7wpk-aae,0,0,0,0,0,0,0
118,ywjrw-cpn7h-oxmui-32voy-lx5cs-6ff5d-wwzdn-j6sdm-2lfrh-xxp73-2qe,0,1,0,0,0,0,0
118,4kgl2-cliyn-knxsv-upjyn-d22tz-q4bmi-msclu-xg3cg-hpcyq-a7ezp-hqe,0,1,0,0,0,0,0
118,k2uar-cndz6-intzw-k2szu-qsend-43zst-hv6oc-l4oek-vabqz-zdubc-iae,0,1,0,0,0,0,0
118,36amr-coidd-ypxjh-itrev-u7bxp-ltu2i-7vcmi-owpqg-5s5wp-b3cdc-5qe,0,0,0,0,0,0,0
118,az24r-ckmfs-dcmnt-2t3q2-l5xyt-jrbsn-tmt4h-23edo-2mrkk-bz6tk-6qe,0,0,0,0,0,0,0
118,r47tb-coh56-mki6g-ccscq-kt3x4-7u3ef-vanee-j26mi-owhzy-x5hro-uqe,0,0,0,0,0,0,0
118,bqqnb-clcqz-q5ajl-chkr2-5gp3a-rxt4k-eeqc7-lclal-vy5kv-rjdx6-lqe,0,0,0,0,0,0,0
118,3z2jr-cldp2-p6ktn-oq6m6-wnbnd-h5wta-4g4i4-rix2a-pt5et-5xuwh-qae,0,1,0,0,0,0,0
118,rkykz-cpqjf-lu7ls-az5y3-zmtvq-kveug-7bjxj-as6fk-kjvtm-osdmz-vqe,0,0,0,0,0,0,0
118,3ma7z-coido-rdjbo-xjmx3-3udhj-axrcp-vjdna-6ynxc-ftv64-demdy-7qe,0,0,0,0,0,0,0
118,bwoxz-cmzct-ustmc-z4isl-aadoq-o66hv-cjc3r-2sc5w-eqgdx-y7ygj-7qe,0,1,0,0,0,0,0
118,ktmmn-cne2n-n4nze-vcqpz-pgeg7-e2xcg-vsss3-e4y2j-3megu-zzxf7-3qe,0,0,0,0,0,0,0
118,75o4v-cpyxv-3gh3y-jntla-4uqyw-umekw-veowk-ntku5-43ps2-glz7j-pae,0,0,0,0,0,0,0
118,c4tiv-cl7t6-d7mqv-u3cls-agtdx-r2t2w-22pnm-niad6-wc4g4-rvloc-iqe,0,1,0,0,0,0,0
118,aykiv-ck457-bxe5v-eusn6-2k4r5-2gh4q-yvk2t-cqo34-lvz3u-e7m37-jae,0,1,0,0,0,0,0
118,un7jn-corcl-fm7k4-i3kz7-gietu-uky2n-br4th-7ycs6-s7wmx-w67wa-xae,0,2,0,0,0,0,0
118,oaamd-ckqm7-ivsd6-aezxp-42obp-5jx7p-d4bk5-srz34-bxsnl-xkc3q-7ae,0,0,0,0,0,0,0
118,iuoad-cpssn-62ue2-hl3g2-bfddf-ee4mm-uqhxb-s52kc-ee2qj-s7arr-tqe,0,0,0,0,0,0,0
118,mvk6l-cmjoz-lwzwt-zf6vb-juy34-ytqht-ugutz-dnd4n-uwdgi-oltod-gqe,0,0,0,0,0,0,0
118,377ql-cpbqp-o2vsn-ztmk7-ytkej-c2p7r-jusls-gxy55-yeqi2-vrjnq-oae,0,0,0,0,0,0,0
118,hcz5d-cjf5l-qtbto-cvfje-e6tgr-hiqk3-va43m-dgy7v-cid36-r4tdi-sae,0,0,0,0,0,0,0
118,thlp3-co4nb-2z6tv-ptr5i-rzub2-3bmey-btsmv-lssbx-ttjq6-sjrsr-vae,0,2,0,0,0,0,0
118,cscmp-cinrp-wfd4e-iignh-rfhjw-dudad-3qsg7-rgu4v-7rbh4-4cjzf-eqe,0,2,0,0,0,0,0
118,qcwax-ciir5-ltf75-u7qds-gmjeu-kse7r-sgqbx-4s4ua-zjazq-5b3m3-5ae,0,0,0,0,0,0,0
118,65jq7-cke7o-jy7b4-r6ppj-5nmgz-wcyc5-3cznb-yf74o-tnt7e-gculc-4qe,0,0,0,0,0,0,0
118,u2o3h-covi2-34hhv-fg44j-i7jue-5nm7v-u4dsb-ns5pn-wr575-fcses-eae,0,0,0,0,0,0,0
118,hwhhp-cjpjv-ekavj-elbkz-ay2po-shouq-vi2jr-rysjl-46343-5adqn-fqe,0,0,0,0,0,0,0
118,u367q-sj45b-4zc73-lil4u-wgaiw-npfzf-35hq3-k3byb-swpql-bp3fi-nqe,0,0,0,0,0,0,0
118,znztq-skfqu-6z5zp-zhfeg-ipne5-t6kv6-qsisf-ptwts-vuy4n-tcf4c-rqe,0,1,0,0,0,0,0
118,r2bzy-sodqm-rx654-iunzr-2f5dd-a6qne-vmtlx-ai7xo-tofax-45tlm-iae,0,0,0,0,0,0,0
118,aevl4-soxan-ntpic-ujbz7-oeomh-kjcdv-lh4ut-6pl3j-5pcxw-wz3qg-xqe,0,1,0,0,0,0,0
118,zwtoc-spimi-mxjky-7bsbi-2gzr4-vsbzv-tk7me-scmjx-dgem7-rn5l2-sqe,0,1,0,0,0,0,0
118,6q7oc-slrag-hvqwv-7umh7-fvtop-ztq2o-xcqx4-amrvl-tdhhu-62ypm-kqe,0,0,0,0,0,0,0
118,3nayw-spz5j-k5wc6-hjrdo-2qx5t-42ki4-eobmj-2cp2t-hs5tu-yzxbx-uqe,0,0,0,0,0,0,0
118,5ba5c-skyog-tnymp-4dz33-j3tks-jgs6i-25ofj-f7h2g-jn7up-qghek-fqe,0,0,0,0,0,0,0
118,k76fw-sil6y-dzoca-d656f-yh2oq-7pu6d-pkqxu-gq5ml-ztcrq-bdidj-2ae,0,0,0,0,0,0,0
118,nbfpw-snf23-ut7uj-26zz3-7uusl-mkirw-s4ogk-giuzx-vplhs-wwmjo-gqe,0,1,0,0,0,0,0
118,akcv2-sjgqv-3migk-gesgq-4mvrs-3kmho-qxp7e-tyls2-hpahq-o4qkp-4ae,0,0,0,0,0,0,0
118,gdgp6-slgjc-cqf2p-cw33i-moxcc-545uj-ab3m5-j35s4-a22ad-cps4i-7ae,0,0,0,0,0,0,0
118,xgyoj-so2mz-ytgjz-lcjci-7sopm-d7om3-tjw73-bjsd6-sbaqt-rdp4h-2ae,0,0,0,0,0,0,0
118,hkwfb-slszu-k6kj6-635lt-kptbg-mjfhf-5h5ke-yf42e-exaq2-d3xum-3ae,0,0,0,0,0,0,0
118,sesjr-sntaw-3ueim-dxw4o-latav-l3k25-biucs-tuljf-lj4k5-wqpyh-uae,0,0,0,0,0,0,0
118,4z4yn-skjkg-67fhp-2p32g-zvxmc-prote-ril5m-pwxqu-6xzr4-qjxj2-qae,0,1,0,0,0,0,0
118,fmcmv-smjzx-vcdml-svc5e-gqfyq-twvfe-fw47h-fv65c-s5lhx-kmche-fae,0,0,0,0,0,0,0
118,64c7f-skjzr-vd7uy-76h4n-eomiq-ifrvo-lq2fh-wixil-gsyht-pxn2c-xqe,0,1,0,0,0,0,0
118,idn3f-spmts-5fdj4-3egks-nffn3-mwie3-yuuze-cfg65-h6akp-ib662-bae,0,0,0,0,0,0,0
118,ofdbf-sopag-q52rw-3slmj-zhtaq-j4zfh-quaxb-oaqgp-vd6tp-ionmr-dae,0,0,0,0,0,0,0
118,rgbf5-si37g-jm6ta-juxct-wtdea-lzzp7-vrwfd-fmfgz-xjgos-2khvk-aae,0,0,0,0,0,0,0
118,buryl-sjebv-zjyei-yrpzy-rq6kp-i5wzt-2eoiq-twlyc-76jjs-bjh37-tqe,0,1,0,0,0,0,0
118,52dwt-snqaw-6lvkj-cdrqt-aomc6-p6hz6-ptl44-gqpfb-imjbc-7hyzw-4qe,0,1,0,0,0,0,0
118,pupwx-sms6i-ajo23-4krd7-acm64-6y7mn-bw3cr-bwwhp-vox6z-uafm7-lqe,0,1,0,0,0,0,0
118,tudc3-smzzf-x4qus-lyl66-zksm7-rsijw-nnpkj-qc426-4obgl-xee2z-6ae,0,1,0,0,0,0,0
118,bk3td-sj5o7-ox3gf-igafd-764hx-bk6nq-xapsi-sillc-5amrq-xh3pf-dqe,0,0,0,0,0,0,0
118,fozzt-snkxg-tgvoo-ofitm-wr423-r3jpm-452ya-tjy4u-ckfyi-oqa2g-pae,0,0,0,0,0,0,0
118,cfxxx-soxl5-n54em-aeqay-viiel-tqdhq-otymc-zwryo-axjg6-luysq-vae,0,0,0,0,0,0,0
118,erhd3-slecy-7bawh-r6ver-ea22a-mwllc-n4wwx-ljtdr-qsdmv-qapd6-hqe,0,0,0,0,0,0,0
118,rm6j3-sotni-wcdv5-jhekq-aomuh-4fyjn-bbc3k-aj237-nd363-c6egx-nqe,0,0,0,0,0,0,0
118,kwhoq-kk3rg-u5zlo-odwsl-keebv-zalkd-wakdp-lz2v6-4t7i2-z34w2-hae,0,0,0,0,0,0,0
118,4vyoq-kj3ln-f6frv-equhe-sd77c-dpugt-ziwcx-sf6ub-jvbuu-265et-dqe,0,0,0,0,0,0,0
118,47mna-knhnd-2alvh-pzrim-suuro-guctu-hjx5u-ar77v-2opza-whv6e-bqe,0,0,0,0,0,0,0
118,cqjdq-kkriu-5lyxl-3v3pg-77qlt-6wgrm-buk4r-o4465-cjy3d-l5oz2-wqe,0,0,0,0,0,0,0
118,gqpnq-knzhi-3w3mv-mtsoo-ks54k-e7tca-em4ea-tkuno-pg4vb-nv2vp-jqe,0,0,0,0,0,0,0
118,ywd6i-kljlj-rt2dt-74aqn-i3vql-bf3n5-4pq3q-kty62-hcpap-7lqhy-nqe,0,0,0,0,0,0,0
118,y4k5i-kj5dg-j5vy6-33yfn-taamf-mt23d-s2rnr-ph3mb-yc7m7-5nzb2-qae,0,0,0,0,0,0,0
118,tvp7i-kj2ca-mw45g-wen74-ebwks-enrao-c5i5a-wc6mm-ncx2l-ih4rh-jqe,0,0,0,0,0,0,0
118,bm7ri-kp2sw-bixyr-62o7m-e2vik-cjgb3-jr6eo-jgu7i-yzd52-6mkkb-zae,0,0,0,0,0,0,0
118,nsoae-kpp57-cdx7d-fwaod-gg7gz-cqu7q-4fdcc-qvmsu-oqhkm-rpbxq-cqe,0,0,0,0,0,0,0
118,rfmge-kjeop-owqm2-2h6st-4zwww-ci5z5-z5d2k-f3rz6-xbmb3-gfmwd-bae,0,0,0,0,0,0,0
118,ji5pe-kikac-u4avf-rkvox-zz3wc-vgbyj-fhqnn-e6keq-wuwxs-6fast-aae,0,0,0,0,0,0,0
118,3llxc-kkhh2-osh4v-pl6sk-bplhr-4dwip-w2764-zez6u-a7h56-fjmgw-oqe,0,0,0,0,0,0,0
118,ihzvk-kilze-tzqu6-hwui3-77at6-hkr2a-mdfoh-rdve5-zjkob-xt7cs-cqe,0,0,0,0,0,0,0
118,odbrs-kmklm-6mhyc-oec6s-2rrc7-yrois-jxlxm-ucbqp-xd3e4-7brjr-bqe,0,0,0,0,0,0,0
118,ushp2-ko6yk-dtcon-oefyq-qxxq4-v3zle-d4e3a-gotlm-bgfwy-4jh6h-fqe,0,0,0,0,0,0,0
118,hk6so-kn2fb-iymbn-niq7n-2mpru-i3wx7-5urls-zducq-vqeo4-rzjzo-pae,0,2,0,0,0,0,0
118,6suko-kou6q-du5cu-mxtjr-xjno7-kwcsx-xswd2-byqge-qobf5-g2ezs-nqe,0,1,0,0,0,0,0
118,lnrs6-kmhbi-esyoh-2gxmm-tj5ee-draxx-jk3g4-epmtq-pvuwv-warge-vqe,0,1,0,0,0,0,0
118,7gizo-kirkx-vw4ry-vuitj-3g6jn-chq7i-wiaaw-4hjqu-hqmsd-nuhln-wqe,0,1,0,0,0,0,0
118,o4fto-kml4w-a422a-atcrk-xyzj4-dofir-pjvlk-5az2q-eribi-enm45-bqe,0,0,0,0,0,0,0
118,ock76-kmhe3-tvc5t-l55uk-vb5nt-pbccf-s2763-zacnu-6yy3v-xqepc-eqe,0,0,0,0,0,0,0
118,m5aab-kpu76-ftz4p-2ux7v-sm6ao-j6c4i-zjyji-q4kjg-hbmx4-pdkkf-nqe,0,0,0,0,0,0,0
118,jvvif-kor3k-mismz-nkksn-7x5ll-amhna-zxgdh-lkino-bmxpg-l3sg7-2qe,0,0,0,0,0,0,0
118,35ksn-kmvtp-cg4kn-7dmpw-s3jpj-vftv3-4omu5-magmc-32j6e-rwn5m-zae,0,0,0,0,0,0,0
118,44vi5-kkeww-kpjcb-s75lg-5hicw-zqyjo-cz5cr-5ajzi-ccjns-g7pyr-cae,0,1,0,0,0,0,0
118,p4245-ki53s-3aied-b2t5a-y47yl-3js3c-ovtri-772as-xhers-hvnva-zqe,0,1,0,0,0,0,0
118,hi75v-kojd5-i267i-skpk6-7337o-ovjsp-2xdwt-muczz-lg6wc-avrzt-zqe,0,1,0,0,0,0,0
118,gwqh5-kla7y-brejl-7d6xj-pwpj5-bxe5l-qiajw-3lxtr-4zeku-aov7v-3ae,0,0,0,0,0,0,0
118,fsj63-kpk2f-zkeuy-6umxf-lqgqy-2bmqm-cprx3-lbkhn-f3gix-zr2w5-lae,0,0,0,0,0,0,0
118,nuxvd-kl65o-2hhpe-ztshz-lmvfj-umyhg-ikgw3-xrzgb-qsqyk-5tw7e-hqe,0,0,0,0,0,0,0
118,hynvl-kp4x4-p3dbf-7m3vm-y6got-b7hn7-ehbhx-xr5au-zqwcy-5zdqs-qae,0,0,0,0,0,0,0
118,auqpt-km2eg-hkskr-biwok-tvn4k-e2yrl-cmlpb-aebgm-lwrwm-wptpv-kqe,0,1,0,0,0,0,0
118,z53r3-kpn2g-kz7hi-yxhey-mn4vo-7nf7w-xpxr5-3x2mi-pjhpx-wrp36-3qe,0,0,0,0,0,0,0
118,p5lch-koyqt-im4ix-akg5f-a3rt3-in5x5-cz7q5-ra4ha-zk4xs-fj4f5-qqe,0,0,0,0,0,0,0
118,5ljop-km3jo-be7yj-3tknw-l56rl-bx62b-phqik-wk257-kxjgs-2udow-gqe,0,0,0,0,0,0,0
118,hjwk7-kixbi-siuxw-lv6gz-rgazb-bqlo5-efdsi-6er2x-lmit4-v2exo-mae,0,0,0,0,0,0,0
118,yeobh-kldqb-23vcf-lkj2f-4snzt-r7s54-6pzsp-7go2r-nuj2p-hwn4w-6qe,0,0,0,0,0,0,0
118,yeuka-2kuww-suczu-krtlp-fbdci-g2te7-v5e2t-xdqsw-4qpwf-fdzt6-mqe,0,1,0,0,0,0,0
118,tpi2q-2jqpg-wuinj-rbidd-smhnp-n4ibn-54ocz-ouixb-sf4pn-fexwi-uae,0,0,0,0,0,0,0
118,farkq-2m24n-w74t3-x5dbo-e4ugs-7iive-6wcbr-i3vd2-timky-tnrjx-bqe,0,1,0,0,0,0,0
118,54qyq-2nuuk-vo6fd-n2mkr-tmodu-jiukp-hsdjt-52wwy-mxvn2-gbjc6-iae,0,1,0,0,0,0,0
118,7h5ta-2nmpj-4wsfe-kvmr2-scncr-3trkz-hrs6b-ycs3y-erxku-a466z-yae,0,1,0,0,0,0,0
118,upame-2n4xc-zhiwn-dozns-rc345-dio3l-lgzdw-fsx5y-v6i5e-ombps-gae,0,0,0,0,0,0,0
118,276yu-2juw7-jhmej-m3v6t-e2wpq-mkk3m-u45hx-mcqrp-b5cus-7klhe-vae,0,0,0,0,0,0,0
118,xaj2u-2jd6n-xvqhq-spjyi-2dzpz-fib5v-45tjd-46zjq-ilzdr-d3tlt-lqe,0,0,0,0,0,0,0
118,du4su-2if2i-jqhju-alpuf-rjkaq-w6kdq-iezpg-gn47u-x2atx-ocghg-2ae,0,0,0,0,0,0,0
118,hubi4-2i2hj-jsw2e-e2xyu-bhvwf-iyjor-ttmvy-3l6pq-v7kem-ysvpa-lqe,0,0,0,0,0,0,0
118,fzste-2jyhm-4j3no-eelxi-dvllc-kdtpl-fwres-ux6sy-ttbpd-uu2tf-bae,0,0,0,0,0,0,0
118,p74xm-2mrqr-2lzmw-wyhgf-omyew-f4bmu-2kyoj-2jgks-6q5z6-3asqz-qae,0,0,0,0,0,0,0
118,e4mbu-2l6cz-slsev-e7kby-3gzyl-4wo4i-h2rno-x2fm3-sqfii-qft5v-hae,0,0,0,0,0,0,0
118,m5ko2-2pu6o-g4isr-7lvo3-cs6y6-jcoay-ge34l-dnpza-2phpg-yjjiu-eqe,0,0,0,0,0,0,0
118,7lrbk-2mxr4-dhv2v-qlkth-xtfvn-zbd5z-mfgi4-orv4z-r4zxj-ckfs5-hae,0,0,0,0,0,0,0
118,fcl72-2ig6d-u5caw-o7rtf-zougt-exw5m-5esd6-4yffv-uknrx-w5dr4-oqe,0,0,0,0,0,0,0
118,ra7h2-2ny2j-dmhsz-ezufz-rhmrr-s52wc-b7kkq-fdate-2nrlf-vk4na-nae,0,0,0,0,0,0,0
118,5phsg-2i4gn-hwfam-q2l5z-ap76m-zhmqn-dw4pe-zpj5w-sspeg-msf22-jqe,0,1,0,0,0,0,0
118,jhwog-2oyoh-5ja3c-uvtgf-lw2qg-hknoz-svkaq-2abbj-2bosg-z323l-iae,0,0,0,0,0,0,0
118,owmoo-2j3ou-hgwi3-px2jx-lpkq4-lrzpj-zrgk4-fxowe-jdljd-yaabn-rqe,0,0,0,0,0,0,0
118,umf2w-2lpac-2m2kn-of53r-gyxe3-6hahj-afqqh-2isht-sxmwa-pkjgh-eqe,0,1,0,0,0,0,0
118,6acsw-2jypa-kosqr-4cyas-fitcp-ivvde-wmm5m-vw4e6-duty2-xfobw-bae,0,0,0,0,0,0,0
118,akqt6-2lq7u-wlut6-rwjis-avty6-e7tlt-pm7xx-uhpsy-aqdkf-ra7ma-gae,0,1,0,0,0,0,0
118,46ocv-2jmv2-tqqmf-vcx3g-k43qp-wlfb4-vcnqd-7abrn-55svk-4etk3-3qe,0,0,0,0,0,0,0
118,jiiov-2jaoy-3rsfx-hn4zj-f4437-ya3ub-ljblv-6b5q2-nkvrc-zkkh5-dqe,0,1,0,0,0,0,0
118,7xdc5-2mkvn-6atf7-kt27d-x7ge5-bqrt3-xvl3x-yznpx-bg377-czic2-kae,0,0,0,0,0,0,0
118,6omzb-2jdt7-5gzjb-zmriv-5ortf-mcjwn-tpihp-h4ndm-uculr-t5ieg-dqe,0,0,0,0,0,0,0
118,cvxlj-2owyy-y5kfp-hukqe-ehc6r-eprs2-afe6r-bw27x-fysmg-z2kgu-yae,0,0,0,0,0,0,0
118,afv3r-2osf2-f4wic-ndm53-rfxxc-nxxit-yspbg-2rjuc-e3jto-v2sil-gae,0,1,0,0,0,0,0
118,67mf5-2o4h6-sz6i4-b3bpb-tgntu-2ptmv-tsa2r-4lewx-gbnfw-stpn2-yae,0,1,0,0,0,0,0
118,naeod-2p35t-5hwp7-packt-yakkq-mmqkx-iqh6w-cbkv2-7b5sc-f7iak-5qe,0,1,0,0,0,0,0
118,jzeod-2jmow-igy6d-zbstq-bdssa-ga5pm-m5454-zm2d6-ge2up-7vmda-vqe,0,0,0,0,0,0,0
118,7u4i3-2k3lq-larhd-x7cly-xp3zt-maaer-7q5ve-p57q3-ykyeh-5kugt-vae,0,0,0,0,0,0,0
118,wflq3-2k32d-6b4ob-j5njb-7tqaw-mwqb2-t5dlt-onhgq-2njqo-btkcs-eae,0,0,0,0,0,0,0
118,k4hr3-2lxhx-i5ggy-qcjjb-m6jhw-j4wno-jjwd3-hnjqm-lf7rt-2klqn-qqe,0,0,0,0,0,0,0
118,of24h-2ic5c-k4b42-eeqj2-ecdgj-q5kes-52u4y-fjvd2-xjiuk-vfup7-fqe,0,0,0,0,0,0,0
118,s3t6p-2ku3n-afjmg-bof2i-w323h-vtkb6-gtcug-vujpa-2mqvu-b5r5o-cae,0,0,0,0,0,0,0
118,2zoex-2oykl-lvhtr-l7zm3-tdboz-gdlt4-h7hhh-s77dj-hux67-s4ldu-uqe,0,1,0,0,0,0,0
118,b5gnh-2pcxd-wzmpp-w3vjd-ptek4-2oqxk-4to5d-jzulj-t4glt-npwdn-sqe,0,1,0,0,0,0,0
118,xskhp-2pijt-v63dh-qwmh3-uygmy-gc76h-jaqve-72qfe-epzch-xgkpq-lae,0,0,0,0,0,0,0
118,uszz7-2lemv-v3vuf-7macz-cykop-ylh7w-jzpqf-57dwf-zvd24-6flr2-vae,0,0,0,0,0,0,0
118,lu44a-gjest-zhmcs-s6dqa-lz3k6-5fnsp-myk73-hnmlj-yxk76-vx6gr-xqe,0,0,0,0,0,0,0
118,fm7em-gju2l-lu25l-dytkx-w3oil-hrgj7-vpvox-2dphs-eczct-aj2bj-lae,0,1,0,0,0,0,0
118,qajem-gnuyl-xfxi7-ujzd2-tbgdx-6gsg6-dy7ts-ttksr-ow3ww-gxjk7-mqe,0,0,0,0,0,0,0
118,kkxe4-gk67u-ygif4-g3mvs-epthz-wfwh7-7fvik-3ypex-p7r7m-g6acg-7qe,0,0,0,0,0,0,0
118,w3ede-go46i-q4kpz-5hmll-pxg6g-hyd6i-54gn6-lh3uf-3cdaa-2p3ss-yqe,0,0,0,0,0,0,0
118,cybny-gnz6i-aofsz-bx2kf-ulowf-6klcr-ga3aq-q32ir-ileo7-yuucf-6ae,0,0,0,0,0,0,0
118,mi2ec-gnepn-gbdoe-qjtbu-amfmf-cza6l-26y5l-jlvqk-wawhi-tqbx3-bae,0,0,0,0,0,0,0
118,njoek-gozy4-uvmcz-hrmvs-ebzcu-ifkpx-z2oo4-nf3ee-cksuf-k452e-eae,0,0,0,0,0,0,0
118,63v6o-gjxom-tst5m-kbqjy-3cp3j-b7h2o-frbcz-izx5z-63aum-vgngm-vae,0,0,0,0,0,0,0
118,qris6-gnxsq-bbwlh-vsf6n-4c2v2-dvc6s-st2az-gcdkb-ucnn7-urf6t-mae,0,1,0,0,0,0,0
118,7nyhc-gmtes-inqvu-vl6kx-njqeq-bicou-vo32w-jwgfn-i63pi-a7fyo-rqe,0,0,0,0,0,0,0
118,ge77c-gocpc-7vanj-bzyza-njhvk-mqp7d-kj2ke-b6h7t-zxtm3-7hmzw-mae,0,0,0,0,0,0,0
118,7hcdg-gnnsk-j3bjt-zggi7-3uivm-ogerb-gv2yb-buksc-7fp3t-zs4dp-2ae,0,0,0,0,0,0,0
118,l55rs-gmc2r-6ew6d-nngoz-yixad-5tx7y-torem-jg4tb-7szpa-u3upe-oae,0,1,0,0,0,0,0
118,ugmqb-gjjji-2gtw4-mu6x7-bwfte-474e3-b3uae-a6bog-5whie-7jh5k-jae,0,1,0,0,0,0,0
118,323kb-gmvqs-knnnc-xc4mh-sdisk-vhzxk-7zhid-qgkgv-2h4gn-x5sau-4ae,0,2,0,0,0,0,0
118,ld2iz-gpewe-zqxkc-qz7sp-rjjsl-5qvsp-atisv-ja5fw-mwbom-xdi2k-eqe,0,0,0,0,0,0,0
118,gvcxj-gjuz7-ai3pv-g6gqq-hgxh3-2m3cy-thzer-qvtin-dyrof-2i3ap-7ae,0,0,0,0,0,0,0
118,4ublr-goh74-uanob-e6igo-rv67l-ba3gf-xzjss-2wi2j-abdcm-q2eno-eqe,0,0,0,0,0,0,0
118,g3gjz-gjcqf-dqiaz-lgbp2-rxprh-stpkv-rym2p-bdsoh-45662-abv74-7qe,0,0,0,0,0,0,0
118,qsqon-gjcqc-w7kgx-7v2vx-jr3bh-nworg-qxl4m-gof2b-5nck3-vc24r-7ae,0,0,0,0,0,0,0
118,iegun-gj6yr-vgg4g-zqaze-ofrwd-o6tmq-ipfmn-rfvv5-lnh7l-gwkyx-iqe,0,0,0,0,0,0,0
118,n7b6v-givnz-rsoau-ws6i2-fsnzi-ylmnl-67k43-ogerz-dll24-5qvem-yqe,0,0,0,0,0,0,0
118,ksdqv-gorql-iajrx-4af2z-ebifz-7lqyx-ixbht-r7u47-ybtfg-rqpda-hqe,0,0,0,0,0,0,0
118,4zgbn-gnp7c-fv6va-crndi-2fjog-5bnlu-x65hv-jor3w-367i6-lr7g7-yae,0,0,0,0,0,0,0
118,dtgpn-gkrdq-atrm4-dqxjb-r4hkn-7l6gu-src3i-6yfyc-wihgx-nqo4g-mqe,0,0,0,0,0,0,0
118,zrbi3-gkt5e-bzofm-x5yla-nqp52-sfdx6-mdh4x-mz7xx-og53d-heil6-fqe,0,0,0,0,0,0,0
118,ztovd-gla5z-2ycjy-anmwb-s4c6m-vcqkh-2u7pd-m4xrh-5bvde-oc5bi-sae,0,1,0,0,0,0,0
118,7hllt-golb7-eypii-gyn2l-bsj6e-vekmm-dzdfr-aalg4-zugvn-6gq4k-oae,0,0,0,0,0,0,0
118,boeih-gkhnl-rs6sl-xn5uh-urmxm-zro2r-4k3xm-rk2hl-ak7wo-cw6m2-yqe,0,0,0,0,0,0,0
118,xspwp-gnyco-lmok2-7eerw-j52xx-h2sge-3dkxw-cngg6-tm6ak-apuq4-iae,0,1,0,0,0,0,0
118,fhcop-gnye7-octaz-if7xn-gzdrf-7zm3z-2yd4x-dhiki-ortel-bdwmi-7qe,0,0,0,0,0,0,0
118,oqxhh-gntmy-f52ig-b7acv-fq675-tw53x-5ztjg-vsxpc-o5qtt-qap55-2qe,0,1,0,0,0,0,0
118,ygtbh-gnrt3-gf62x-q67oi-3cp46-snj7l-pqare-3l73k-h3fsd-ykslb-wqe,0,0,0,0,0,0,0
118,43qjp-gkb2u-urd6u-vxxbk-kpdef-r5vkd-a3grp-2jtwj-6imhi-7r3lh-hqe,0,0,0,0,0,0,0
118,pbzv7-glxls-wcx3l-ee5sy-uumuy-mzgm5-y6qhq-5dgb4-ywonq-nlfuo-zqe,0,0,0,0,0,0,0
118,pe5z7-gj6yr-kbhm6-agias-upyx5-cwdo3-mtnhw-bitsw-qux6c-cif67-cqe,0,0,0,0,0,0,0
118,76t37-gin2t-7xwyq-5ceu6-47djp-bat5o-jxiru-bov2p-wnhjp-reyju-tqe,0,1,0,0,0,0,0
118,hdlci-wojef-ckhjz-swdb4-f4dit-i23s5-ozhja-ltlob-5kczz-slknj-oae,0,1,0,0,0,0,0
118,6vgle-wjjme-d66iq-lm3zm-3sxfl-shuha-n4qa2-be5uw-653ze-inmy2-nqe,0,0,0,0,0,0,0
