Token,Time,Seller,Buyer,Price
tvn6c-eikor-uwiaa-aaaaa-cmaca-uaqca-aaaqh-q,1_644_640_126_322_877_073,uzi6o-p6kwu-paw6b-p44di-ss2bt-5g743-tbcec-dhwri-a2ha4-yzspw-sae,ea0e61dc2ed3567330964fd1c04e44ff5a85f4844fc04dcf6ae56c923ae78447,250_000_000
ud2hh-5qkor-uwiaa-aaaaa-cmaca-uaqca-aaax6-a,1_644_649_847_344_790_931,ztnja-xboxi-z2anp-myycr-lrugh-rqk4s-qykd7-h7b2a-a2nvt-6eyjw-7ae,80be9cba36d2849b903c189d4ec44cd5df43ecfc4e3baf8f7c3ea72423b54d18,550_000_000
paidx-cikor-uwiaa-aaaaa-cmaca-uaqca-aaanq-q,1_644_660_192_556_875_716,hu54j-xxdto-4hwbf-3escm-3iah5-r26cw-xdduq-bw5da-ved6w-ulsxk-qae,2d1a8deec6e8c417464605468bbd8971c467536412a064b541706ed30bc4feba,150_000_000
zvpja-likor-uwiaa-aaaaa-cmaca-uaqca-aaar7-q,1_644_676_735_437_865_969,dmsq2-6p56v-ceu6u-3hff7-o23fv-gk5ut-6kevk-svgua-u4bww-c7lmo-uae,30ab3ce79014b51aef970bf57c38935c53aed1f8c7ed01d806610494d4ee4729,150_000_000
exqst-wqkor-uwiaa-aaaaa-cmaca-uaqca-aaaaq-q,1_644_691_227_533_571_826,2i23z-z7e7h-4utlc-sgjde-ers57-knjws-y2eu5-w7bug-l5ewj-hf3cc-aae,12f09926a1baf3ce852a1fa7046d19cbb1df5fd417950ee30cb676e0ad5dddb2,300_000_000
2zmfr-eqkor-uwiaa-aaaaa-cmaca-uaqca-aaaaz-q,1_644_696_030_301_689_634,lqhjo-wgviw-d3i5k-aptj5-cffsd-uxt3x-qhtdb-vjacw-htpn3-jvftb-vqe,12f09926a1baf3ce852a1fa7046d19cbb1df5fd417950ee30cb676e0ad5dddb2,480_000_000
x5pju-3akor-uwiaa-aaaaa-cmaca-uaqca-aaacq-a,1_644_696_160_254_261_236,kaydt-vhzlf-4nyfx-wfb5j-gbhwv-lm7qi-hfj4u-ogwlz-vgn57-4lmvj-4ae,12f09926a1baf3ce852a1fa7046d19cbb1df5fd417950ee30cb676e0ad5dddb2,688_000_000
wuutg-6ykor-uwiaa-aaaaa-cmaca-uaqca-aaag4-a,1_644_696_763_103_388_370,4anlf-tkkcy-kppi7-gt5e7-o4k7m-wh562-khqc6-2ifvb-qlels-q5eaj-tqe,12f09926a1baf3ce852a1fa7046d19cbb1df5fd417950ee30cb676e0ad5dddb2,180_000_000
ug3ax-iikor-uwiaa-aaaaa-cmaca-uaqca-aaayd-q,1_644_696_826_290_033_151,2gaq6-at7qs-dos33-nxgso-ther4-tcbkc-wbcrp-ko4zn-33vo2-5b3ue-cqe,12f09926a1baf3ce852a1fa7046d19cbb1df5fd417950ee30cb676e0ad5dddb2,199_999_900
5dlpv-iakor-uwiaa-aaaaa-cmaca-uaqca-aablf-a,1_644_696_886_247_711_745,3hyoi-uaa23-i74ya-h5prq-voff5-ywwsy-c3pkv-6kffi-gvnhb-kfgnz-gae,12f09926a1baf3ce852a1fa7046d19cbb1df5fd417950ee30cb676e0ad5dddb2,290_000_000
kccvd-tqkor-uwiaa-aaaaa-cmaca-uaqca-aabdi-q,1_644_697_988_051_896_028,wagdl-r7aij-avnh4-keoca-jp3bh-5h6i3-3nasl-uo2b4-lclch-bvngd-pae,12f09926a1baf3ce852a1fa7046d19cbb1df5fd417950ee30cb676e0ad5dddb2,155_000_000
7ka4m-gikor-uwiaa-aaaaa-cmaca-uaqca-aaacg-q,1_644_698_081_791_822_073,gmues-yfxyq-wy4l7-2tgtb-xiydr-xfrsr-txa45-obsru-efilg-cgsk5-tqe,12f09926a1baf3ce852a1fa7046d19cbb1df5fd417950ee30cb676e0ad5dddb2,150_000_000
imhhd-nikor-uwiaa-aaaaa-cmaca-uaqca-aaa3h-a,1_644_698_482_163_713_497,ketvv-5wsfm-mmy4m-bc65r-zp6s6-5xar7-rxkbp-tkd7t-daslv-alllt-gae,12f09926a1baf3ce852a1fa7046d19cbb1df5fd417950ee30cb676e0ad5dddb2,190_000_000
m6637-vykor-uwiaa-aaaaa-cmaca-uaqca-aaais-a,1_644_698_794_918_092_304,wgtuc-5styg-vwvot-eapp3-v7ny6-4ta46-7qo34-v6v7g-rghxr-nhaxw-4qe,12f09926a1baf3ce852a1fa7046d19cbb1df5fd417950ee30cb676e0ad5dddb2,339_000_000
ptfr3-hakor-uwiaa-aaaaa-cmaca-uaqca-aaapt-q,1_644_698_865_213_776_824,6zhto-gtuyc-u4mgs-h7lvo-j7jqm-ujmaw-spiui-bn43k-ygxs3-gf63e-nqe,97a303deba63d964bfb891e9262837d8b862090f600a4aed5e69789ba9a962e8,189_000_000
fx5rh-rykor-uwiaa-aaaaa-cmaca-uaqca-aaah5-a,1_644_698_903_599_896_180,3mgbn-3oynv-ozzgt-332sm-ia4u5-qy354-o23d5-g2sjq-wrlcf-t76s2-3qe,97a303deba63d964bfb891e9262837d8b862090f600a4aed5e69789ba9a962e8,180_000_000
f7qyp-7ikor-uwiaa-aaaaa-cmaca-uaqca-aaacx-q,1_644_698_941_889_702_226,aiwbd-w5p7e-wljqn-u6dk6-hyp6r-jvqcd-ypnhs-jxbbg-amsog-agtmd-kqe,97a303deba63d964bfb891e9262837d8b862090f600a4aed5e69789ba9a962e8,158_000_000
v5wyh-eykor-uwiaa-aaaaa-cmaca-uaqca-aaayh-q,1_644_699_066_973_465_240,2gaq6-at7qs-dos33-nxgso-ther4-tcbkc-wbcrp-ko4zn-33vo2-5b3ue-cqe,97a303deba63d964bfb891e9262837d8b862090f600a4aed5e69789ba9a962e8,199_999_900
usytc-5qkor-uwiaa-aaaaa-cmaca-uaqca-aaalm-q,1_644_700_424_317_725_569,vbldz-geaqn-ts7y7-qs7ly-oodru-7xsks-d6os5-dh4gg-55rnh-lnerq-tae,12f09926a1baf3ce852a1fa7046d19cbb1df5fd417950ee30cb676e0ad5dddb2,499_000_000
g672g-lykor-uwiaa-aaaaa-cmaca-uaqca-aaazg-q,1_644_732_415_168_320_000,2gaq6-at7qs-dos33-nxgso-ther4-tcbkc-wbcrp-ko4zn-33vo2-5b3ue-cqe,2bfe234a07cf03fb57fe2d12670a727de12626d9d47f5029c6835737877e58af,199_999_900
6umdm-7akor-uwiaa-aaaaa-cmaca-uaqca-aaan7-a,1_644_734_975_031_033_640,j7rzk-ugsyr-hdzck-rfbj3-poe5m-2epbi-r6cjm-ki7tv-tspc4-q6p2v-2qe,42ed3da669b114b62091461d93df8d41cedf8753a441d0ddbfe156108df6ff35,197_000_000
rictz-5ykor-uwiaa-aaaaa-cmaca-uaqca-aaaks-a,1_644_742_229_516_792_382,vkhca-m3sos-yukvp-khict-357gz-eamag-7vq6y-prgsi-pudkn-2t72c-qae,12f09926a1baf3ce852a1fa7046d19cbb1df5fd417950ee30cb676e0ad5dddb2,200_000_000
tftx6-kikor-uwiaa-aaaaa-cmaca-uaqca-aabkh-a,1_644_749_214_789_499_852,tcbjb-frcyi-g6zlu-ivd3b-rilv5-myhqk-nbcye-ddjxf-fi555-erpux-tqe,7085f7970aa793cf5eb3a7d41698dd213749130341c3faf96439aa9b8d3e15f9,300_000_000
5lblk-eqkor-uwiaa-aaaaa-cmaca-uaqca-aaaow-q,1_644_756_401_007_407_046,4mvzx-pl4hb-x56qf-cl3ke-lo6do-laaxe-5r7fk-nvg6m-4fet3-rgyr4-cae,12f09926a1baf3ce852a1fa7046d19cbb1df5fd417950ee30cb676e0ad5dddb2,300_000_000
ggpmj-2ikor-uwiaa-aaaaa-cmaca-uaqca-aabwa-a,1_644_762_344_189_760_769,nwwdk-yui5k-npxor-xkpjx-loqxi-ncjxc-lxovy-eypkr-hip7r-v4btz-aae,5f4c619dc8981c9578f9a0101695ddb242174e64f0ae327c4759cbe2cbac7dfd,180_000_000
hqkbn-6qkor-uwiaa-aaaaa-cmaca-uaqca-aaamg-q,1_644_848_248_561_621_201,k5q2r-eqpmx-2mfrw-ncphq-suhjj-5ym4r-2xlqo-ru4kz-atqoj-izc2z-jqe,2306a580dbdc7b54975302aba45f83d8aaa2b5547280d50175f465a97ced4fa7,330_000_000
mmlpg-nqkor-uwiaa-aaaaa-cmaca-uaqca-aaa4w-q,1_644_853_678_676_256_481,jssaq-vsnup-5x6kd-g7j3l-qit6p-2xujb-pfi2o-uwkm5-zi4xm-aphba-cqe,42ed3da669b114b62091461d93df8d41cedf8753a441d0ddbfe156108df6ff35,180_000_000
5oexw-cikor-uwiaa-aaaaa-cmaca-uaqca-aabr6-q,1_644_858_304_535_876_609,lfz6p-4xl4v-vs27q-wrxdh-wsbl6-s4dqr-cwqws-lw6rb-ypw2t-h74w5-kqe,aa073e60b2ab9209202562757d7093f93427874dcda854a352d9f359fa6fb7ac,200_000_000
ecp47-nikor-uwiaa-aaaaa-cmaca-uaqca-aabvn-q,1_644_861_241_153_405_434,risxb-ndc7p-5onnb-5zzof-wtptr-74e3x-cbrgl-eed7x-gtx3v-pwqxj-sae,6ac89d0ee05bb8b102490a0ffdc3ff46744e61ed8131cdaa3a08319592187ae8,190_000_000
abxc5-eykor-uwiaa-aaaaa-cmaca-uaqca-aabkg-q,1_644_872_067_544_833_114,7tvch-q24ud-wcuzz-ucfah-rhdeu-h4qtd-mdr6o-yorrk-resmw-yjq3c-yqe,eae28ad374cddea17bfb7c819fe67051b4ccf6b7face8ca2243f683a1489f1a4,200_000_000
abqpk-gykor-uwiaa-aaaaa-cmaca-uaqca-aaak7-q,1_644_900_822_098_948_207,tlpov-z5cbj-dwfc6-7yd6x-m6uec-p75yv-squuk-jluoh-guv3i-rctyd-mae,c7ca36480549585c630d1358f734251d8ff2fbee9ab73b365652389d11218b0e,150_000_000
cqi4h-iakor-uwiaa-aaaaa-cmaca-uaqca-aaa4w-a,1_644_913_375_498_766_784,yce5x-lhhip-dp5hq-5tdmh-efbqj-daxwj-hpuys-kbngx-ajwny-npsl7-gae,f861b6f5c15e42006734be4342fb966f962177ac08f4372a9c8e0971c2b56ca2,180_000_000
u7tqn-eykor-uwiaa-aaaaa-cmaca-uaqca-aabbc-q,1_644_918_463_048_443_230,fdxef-pw4qv-tl4rs-45tlw-ppx2z-r2fdf-apwq6-ryxdv-ibkej-x3jrk-kae,cef5707fd587f147d40633f5f07e5ef9c4e0423cdc6768ab768234f9c9b3a474,200_000_000
mtsvh-oqkor-uwiaa-aaaaa-cmaca-uaqca-aaacf-a,1_644_918_580_649_419_252,w3ofc-4k6sx-xexe4-lwal4-wfgtc-na2o5-nrgrb-hzbpz-xjxif-xf32u-6qe,cef5707fd587f147d40633f5f07e5ef9c4e0423cdc6768ab768234f9c9b3a474,200_000_000
ni7nx-cakor-uwiaa-aaaaa-cmaca-uaqca-aaacb-a,1_644_918_828_423_054_902,sofyc-o3jvt-augaq-ldpje-343lk-3okjh-pbtms-2ewk6-ubkrq-h3atu-7qe,cef5707fd587f147d40633f5f07e5ef9c4e0423cdc6768ab768234f9c9b3a474,200_000_000
euhsp-oykor-uwiaa-aaaaa-cmaca-uaqca-aaaig-q,1_644_925_495_938_292_246,nt27b-kb5uy-udhim-doniq-v3s4k-qcyhj-ojmr7-abeiw-ok2gx-c3qvf-kae,1ec6d62335be5b6b9161a55e7e9b29f71b374129f1c4277efd25fbb728414333,300_000_000
wpuic-vakor-uwiaa-aaaaa-cmaca-uaqca-aaabv-q,1_644_926_503_173_821_869,hx5uj-htcbz-uzooh-6wizf-4i5uf-k23s4-zena5-njguo-fc3cy-yzxxe-mqe,cdf3277dcfd7beb5fe8cfa54f50885fb9bf59ef26774ad4e59ed6276bdba203e,168_000_000
e6cqz-hakor-uwiaa-aaaaa-cmaca-uaqca-aabte-q,1_644_938_062_561_253_610,ifa4w-wtjvy-i4trz-yfolq-wkf7g-fmrlq-xfvrj-v4lta-nlft4-ra3wn-gqe,769246afc55b385730fbd4d3f8bafc40445c5bda6394f665ea1d28a29ef551d2,100_000_000
224i2-6ykor-uwiaa-aaaaa-cmaca-uaqca-aabiw-q,1_644_961_043_859_849_680,32qv3-geggm-np52l-gpflh-n3iz6-zbuj5-inetc-itqnh-q3ojr-vnkzf-gqe,e9208bd5ab932a4111983691d3110bd674ed6156afbf43d36d02674e1bdfa064,150_000_000
lrg7x-cqkor-uwiaa-aaaaa-cmaca-uaqca-aaawt-q,1_644_971_746_410_217_748,awelm-vtrth-lbcgh-gtcc5-ksjh2-4655x-z5yx7-vcvj5-ida3p-5s62s-yae,c05d5b74606df534190a28668d055ff317ce458e75ae766bb764709f3875e17f,177_000_000
kak65-uykor-uwiaa-aaaaa-cmaca-uaqca-aaa5a-a,1_644_988_169_978_822_626,awelm-vtrth-lbcgh-gtcc5-ksjh2-4655x-z5yx7-vcvj5-ida3p-5s62s-yae,60cd8e10d6f1612b84d71b225a607d80e6e39056b959958e99b2e79aa8f34b6a,177_000_000
sf2pg-6akor-uwiaa-aaaaa-cmaca-uaqca-aaa57-a,1_644_988_243_013_714_129,nqilp-kebug-4fpht-fcoaq-k5pxu-k2qrx-7s3nv-mwobh-pjlvh-jlvos-kae,60cd8e10d6f1612b84d71b225a607d80e6e39056b959958e99b2e79aa8f34b6a,177_000_000
mwtsx-3ikor-uwiaa-aaaaa-cmaca-uaqca-aaany-q,1_644_988_455_329_432_980,awelm-vtrth-lbcgh-gtcc5-ksjh2-4655x-z5yx7-vcvj5-ida3p-5s62s-yae,60cd8e10d6f1612b84d71b225a607d80e6e39056b959958e99b2e79aa8f34b6a,177_000_000
rfo5b-gqkor-uwiaa-aaaaa-cmaca-uaqca-aaaaf-a,1_644_989_546_584_526_603,akqt6-2lq7u-wlut6-rwjis-avty6-e7tlt-pm7xx-uhpsy-aqdkf-ra7ma-gae,45880cecfbc782cd9939e666e6478d8225c6999ca185c5ae91132c5aa5071d1c,300_000_000
s3yfj-rakor-uwiaa-aaaaa-cmaca-uaqca-aaafh-q,1_644_989_817_105_241_398,awelm-vtrth-lbcgh-gtcc5-ksjh2-4655x-z5yx7-vcvj5-ida3p-5s62s-yae,45880cecfbc782cd9939e666e6478d8225c6999ca185c5ae91132c5aa5071d1c,180_000_000
vkclo-jikor-uwiaa-aaaaa-cmaca-uaqca-aaad6-q,1_644_989_863_120_825_934,awelm-vtrth-lbcgh-gtcc5-ksjh2-4655x-z5yx7-vcvj5-ida3p-5s62s-yae,45880cecfbc782cd9939e666e6478d8225c6999ca185c5ae91132c5aa5071d1c,180_000_000
27zug-yakor-uwiaa-aaaaa-cmaca-uaqca-aaax6-q,1_644_993_991_607_703_288,aqrpa-bmgwg-3do4v-yuaf3-junz5-v4bnw-nzoku-ntrw6-kalqe-jrgy2-dqe,fca5e441bc3d5969b5282c8d0c7f440512de7f70b7a6fd78e6ee150b5b18d951,190_000_000
3lxeh-kqkor-uwiaa-aaaaa-cmaca-uaqca-aaad4-a,1_645_002_888_649_646_229,77uuk-a5q63-ja54s-o33ej-va6l3-mim52-i3xkc-ebod6-lrfzs-t3otz-5qe,f7072a9ff9d1df595161a433f0d5d0fdb18869c3e22613a34000cf9686a06cc6,170_000_000
p7vc2-sikor-uwiaa-aaaaa-cmaca-uaqca-aabdw-q,1_645_005_884_738_556_405,njoek-gozy4-uvmcz-hrmvs-ebzcu-ifkpx-z2oo4-nf3ee-cksuf-k452e-eae,41d1f190f1098204abb9c106e8f497ff7f2d9bd3961c0907062144132420703c,198_000_000
ps6bv-lakor-uwiaa-aaaaa-cmaca-uaqca-aaajy-q,1_645_014_546_137_281_922,jczaa-djdzd-4oybi-6bl4u-pilqh-ho2ky-7i75e-tzuwk-mwaa7-r2e2l-iqe,a73a2e4f357894473cf2cf5f072dfeda6660a36e700c482c3f82698fa09fdfac,169_000_000
e6cqz-hakor-uwiaa-aaaaa-cmaca-uaqca-aabte-q,1_645_014_641_234_484_183,7mhab-dvemh-ehfne-qeufv-26iog-4ac6o-oyyue-enzsc-y6k23-fgjvd-qqe,a73a2e4f357894473cf2cf5f072dfeda6660a36e700c482c3f82698fa09fdfac,178_000_000
5vems-jqkor-uwiaa-aaaaa-cmaca-uaqca-aabwx-a,1_645_014_715_947_226_104,simcb-56rny-4uwfm-5rtec-dqc3d-5avce-g22s2-wyxsq-2efh2-ttm6x-hqe,a73a2e4f357894473cf2cf5f072dfeda6660a36e700c482c3f82698fa09fdfac,179_888_888
gitp2-3ikor-uwiaa-aaaaa-cmaca-uaqca-aaauy-a,1_645_014_782_471_678_725,li6jr-zjil5-z5ooy-3prmb-kl7cs-3ckdz-z2bwb-hm6ph-dihe4-zri7g-nae,a73a2e4f357894473cf2cf5f072dfeda6660a36e700c482c3f82698fa09fdfac,188_000_000
r6ogf-nikor-uwiaa-aaaaa-cmaca-uaqca-aaahm-q,1_645_014_856_057_435_036,iqwwm-wdnfl-tfx5k-y5rgs-cnexc-keejb-cw4xq-6nbyt-a7ijf-j3mty-bqe,a73a2e4f357894473cf2cf5f072dfeda6660a36e700c482c3f82698fa09fdfac,190_000_000
egw52-fqkor-uwiaa-aaaaa-cmaca-uaqca-aabmx-q,1_645_014_932_644_750_814,mqc7v-2gmdl-yvv6k-wcl7y-mhs2y-ccqsb-m3bie-qpaso-y3iye-k54dq-4qe,a73a2e4f357894473cf2cf5f072dfeda6660a36e700c482c3f82698fa09fdfac,198_000_000
6j5st-3ikor-uwiaa-aaaaa-cmaca-uaqca-aabne-a,1_645_015_011_290_674_838,2nvui-xjlqf-gc3br-gbe4a-f2hdo-gtr2a-2yebc-xkteb-lqnrk-rnpaz-hae,a73a2e4f357894473cf2cf5f072dfeda6660a36e700c482c3f82698fa09fdfac,198_000_000
pfjeh-xqkor-uwiaa-aaaaa-cmaca-uaqca-aaacn-a,1_645_015_168_720_014_457,atvvv-3fkip-jjjv5-kncfl-l7sqa-luamk-mftnp-ku35f-6ewkv-gctdt-3ae,a73a2e4f357894473cf2cf5f072dfeda6660a36e700c482c3f82698fa09fdfac,199_000_000
6zd3p-vikor-uwiaa-aaaaa-cmaca-uaqca-aaaxe-q,1_645_015_271_308_356_990,whopx-mqm24-jmhzb-wdrjr-wkitp-vprdz-t7axc-q5uwa-5uf4z-wte6b-pae,a73a2e4f357894473cf2cf5f072dfeda6660a36e700c482c3f82698fa09fdfac,199_996_969
ecp47-nikor-uwiaa-aaaaa-cmaca-uaqca-aabvn-q,1_645_015_341_266_183_315,eqkhw-64fn6-fled2-5tw6j-6zfax-czxt4-2yo6i-dvmgz-aepr7-g73o4-eqe,a73a2e4f357894473cf2cf5f072dfeda6660a36e700c482c3f82698fa09fdfac,200_000_000
b25x2-kikor-uwiaa-aaaaa-cmaca-uaqca-aaak3-q,1_645_015_406_979_871_119,gygw4-eciq2-ac35x-lffhw-n7aji-kxrj2-gjlgf-p6myb-ud347-2azya-eqe,a73a2e4f357894473cf2cf5f072dfeda6660a36e700c482c3f82698fa09fdfac,200_000_000
pd4vq-lakor-uwiaa-aaaaa-cmaca-uaqca-aaavk-a,1_645_015_521_592_085_853,t4saq-z5sfo-ode2h-kzaxp-fnxao-dfp32-tbimy-6h346-uuk4j-snavk-hqe,a73a2e4f357894473cf2cf5f072dfeda6660a36e700c482c3f82698fa09fdfac,320_000_000
7zkdx-bakor-uwiaa-aaaaa-cmaca-uaqca-aaba4-q,1_645_016_678_690_915_491,srqem-zchcv-sujiq-n2j7k-wxlzt-tivxp-kkbyo-4yoxw-ymegl-hsf64-cqe,fb91a563b63749cff361283880365e3af257af899f6ee1d308713c64f8b1c547,200_000_000
scxye-7qkor-uwiaa-aaaaa-cmaca-uaqca-aaa47-q,1_645_016_901_352_008_245,2el6e-jdduo-yizlu-htgsl-skyor-mekpc-yap2c-x6y3s-2ypan-xt4yf-rqe,fb91a563b63749cff361283880365e3af257af899f6ee1d308713c64f8b1c547,200_000_000
rg2lg-pykor-uwiaa-aaaaa-cmaca-uaqca-aaay7-q,1_645_017_360_366_863_587,5v62y-vijv6-cm6hi-chhuu-eusmg-6gaob-3j346-2nsle-hive5-ttz4u-6qe,5f4c619dc8981c9578f9a0101695ddb242174e64f0ae327c4759cbe2cbac7dfd,200_000_000
qmvht-dikor-uwiaa-aaaaa-cmaca-uaqca-aaaej-a,1_645_018_435_996_532_886,blws5-alstz-rqiy3-qfhny-ltli7-pzojt-zhgb4-5nbvc-gaayg-qsubk-xqe,59306b030a31cd2f4418276c30f2efd6d352ef26bf5849d8a7548e130c1c66fc,200_000_000
pvqam-3qkor-uwiaa-aaaaa-cmaca-uaqca-aaayu-q,1_645_018_723_397_014_856,ghrcd-nnpjh-wtrvy-iasui-5z7jy-5i4ye-o5dea-3375d-fvnqv-jl24y-7qe,5c46896fedfc329640025df9f5b498267a27a61a4111d7dc99edcfe2f65fe1ab,200_000_000
alsal-nakor-uwiaa-aaaaa-cmaca-uaqca-aaare-q,1_645_018_864_015_291_036,46325-froop-oegsp-ssaab-s4d5w-slbe2-i4nt2-rttm5-dbfeg-bciz5-pqe,5c46896fedfc329640025df9f5b498267a27a61a4111d7dc99edcfe2f65fe1ab,200_000_000
p5zsi-gakor-uwiaa-aaaaa-cmaca-uaqca-aabnl-q,1_645_018_890_793_224_144,o3tvd-pvadz-y6sqe-x2n4e-x5gnn-cjo5g-jldvc-5qlf7-dvcae-izocq-pae,5f4c619dc8981c9578f9a0101695ddb242174e64f0ae327c4759cbe2cbac7dfd,200_000_000
t2nai-likor-uwiaa-aaaaa-cmaca-uaqca-aaaun-q,1_645_019_671_545_596_017,bqyxq-hxuci-z3avg-z6hmg-x36oq-xfawf-hck3l-lsvic-hog42-mmjtn-6qe,3746f40991feb9120cf6703d4c1f1dbfe1377fccf2c3515e637730020fcd447e,200_000_000
3brqk-sikor-uwiaa-aaaaa-cmaca-uaqca-aabis-q,1_645_020_423_252_312_457,4e7zt-ot5hc-e3ade-77ndo-mlbch-43znc-zzs2p-yonh5-gy3iy-a3hzs-qae,025d51d05c4a2244a7c701a4560c684c29f69d74e580a71d7f5a9f0fb8eac649,300_000_000
divj4-6ykor-uwiaa-aaaaa-cmaca-uaqca-aabu5-a,1_645_021_477_100_690_999,xtgwc-3fg4g-3pibw-wvcks-7o2wi-oh6iv-bg4uu-smdff-ocqcu-2f6gf-vqe,63662d4880d72afd275fa46cd0a507b54df030f84545ddbe466ab048fcffca29,200_000_000
csemv-4ikor-uwiaa-aaaaa-cmaca-uaqca-aaasl-a,1_645_022_540_186_881_979,3dvgl-bdabf-awwbx-4bwpo-2liaz-sedit-6ncws-wyfnm-ply2i-kkyrb-mae,63662d4880d72afd275fa46cd0a507b54df030f84545ddbe466ab048fcffca29,215_000_000
s4vsl-qqkor-uwiaa-aaaaa-cmaca-uaqca-aaaeh-a,1_645_022_664_792_527_167,zxbql-mdr2c-so27j-v6mhl-5ya2h-s63kf-hhkza-3txut-hk4my-vpdxp-2qe,58ba22485b469d71b91714faf83e1d7943c5642c0e67a81c1b12aaadc135661a,210_000_000
dntd3-jakor-uwiaa-aaaaa-cmaca-uaqca-aaa3z-q,1_645_029_265_117_068_766,43ngt-krxez-u7aax-3iptc-i7k25-45xrx-nfhfj-wtjf5-ti2ep-odw64-4qe,769246afc55b385730fbd4d3f8bafc40445c5bda6394f665ea1d28a29ef551d2,200_000_000
o3cwq-mykor-uwiaa-aaaaa-cmaca-uaqca-aabnn-q,1_645_032_082_605_902_501,hxk2p-iq7k5-wn2h7-7r6lq-ypdf4-vbxa4-4c26f-namvw-4e624-ou52p-5ae,2e69251787e769295fc5a43183b71b9b47db8d26502148268da133174ffe0511,300_000_000
bq3dx-sqkor-uwiaa-aaaaa-cmaca-uaqca-aabbv-a,1_645_032_140_852_012_987,hnbmw-xxaa2-5y474-nf3kv-v5o5w-jjz52-dwrdl-vv4bg-l64ft-r5wkp-rqe,2e69251787e769295fc5a43183b71b9b47db8d26502148268da133174ffe0511,400_000_000
3d5ay-gakor-uwiaa-aaaaa-cmaca-uaqca-aabgp-q,1_645_032_219_454_489_981,movut-4k44s-5yjm3-yxfbe-fa5tx-g2vm3-vxnbz-2ghoz-a3srr-3334h-zqe,2e69251787e769295fc5a43183b71b9b47db8d26502148268da133174ffe0511,200_000_000
5vax6-2qkor-uwiaa-aaaaa-cmaca-uaqca-aaagc-q,1_645_037_786_595_007_659,kzwao-ezz44-s7zc4-eeclj-zgidw-gzx2r-dajat-pe3ln-trpkb-mvzmz-7qe,e12706c77d3328c2ed3f4645d4cc1536a29d2cef981816c702ff579669b8914d,245_000_000
4c2ry-bikor-uwiaa-aaaaa-cmaca-uaqca-aaak2-q,1_645_041_402_827_717_182,slyyg-d7bzw-63adu-ue6zm-nw4bg-62rbx-xp3af-yz4mp-wrwyy-vyr6b-tae,ebc62f0eed5be700f33e3c30ba1b170892a001137b8a37021124e0eac9309e1b,200_000_000
p2ufk-hqkor-uwiaa-aaaaa-cmaca-uaqca-aabml-a,1_645_046_488_985_908_759,slyyg-d7bzw-63adu-ue6zm-nw4bg-62rbx-xp3af-yz4mp-wrwyy-vyr6b-tae,cdf3277dcfd7beb5fe8cfa54f50885fb9bf59ef26774ad4e59ed6276bdba203e,200_000_000
3rpzw-4ikor-uwiaa-aaaaa-cmaca-uaqca-aaass-a,1_645_055_896_580_605_091,cnn7l-7klbu-dq7y7-tryt3-4izz5-6hxz5-4kdl5-w3jbl-5bz3i-7qpwg-tae,f9fe0a1b7d8423d0b188dbc0283140404ea0ffe892b005bd5ed83d54e7a3bd72,200_000_000
rfkgn-vqkor-uwiaa-aaaaa-cmaca-uaqca-aabqq-q,1_645_058_495_168_861_443,vdzvv-newbw-brxhh-iwmo5-salwr-ajeau-ecg6u-f74kv-3ojiy-m3xmx-5ae,19daa5f947ee8f3ca641c2b114ef905a70f4382e8ea573f72973cfd1a0c881dd,200_000_000
qv6bs-6ykor-uwiaa-aaaaa-cmaca-uaqca-aabne-q,1_645_058_530_263_314_567,hd23i-v7tlf-madp7-bwsnf-p3o6w-ggqy4-tkmiv-eoqu4-2jh5n-kdv2c-kae,19daa5f947ee8f3ca641c2b114ef905a70f4382e8ea573f72973cfd1a0c881dd,210_000_000
cuslz-rykor-uwiaa-aaaaa-cmaca-uaqca-aaava-q,1_645_058_571_683_999_511,covux-5fjux-khesr-kzfx5-ttwzq-fzno6-ko2km-d2kua-aanj5-ll6mz-eae,19daa5f947ee8f3ca641c2b114ef905a70f4382e8ea573f72973cfd1a0c881dd,215_000_000
j35bf-wqkor-uwiaa-aaaaa-cmaca-uaqca-aaax7-a,1_645_058_606_650_554_829,dnmm5-o3x6y-72bs6-rwoyg-plobs-o7veo-qa5ev-6guir-j36k3-f3c4a-cae,19daa5f947ee8f3ca641c2b114ef905a70f4382e8ea573f72973cfd1a0c881dd,229_999_999
mlcdi-7akor-uwiaa-aaaaa-cmaca-uaqca-aabnd-q,1_645_058_644_576_130_376,fk6nm-ezyzc-hewh5-7w77m-jqbkv-r4qul-ghp6n-wqr4x-27bok-a356n-aqe,19daa5f947ee8f3ca641c2b114ef905a70f4382e8ea573f72973cfd1a0c881dd,246_000_000
7xwae-aakor-uwiaa-aaaaa-cmaca-uaqca-aaace-q,1_645_058_689_516_422_622,ki5fm-6ikhc-gk3tt-hlug6-vyvwi-ekktj-4q5mb-paa4u-zy3cp-ta2ie-zae,19daa5f947ee8f3ca641c2b114ef905a70f4382e8ea573f72973cfd1a0c881dd,250_000_000
be4lo-uikor-uwiaa-aaaaa-cmaca-uaqca-aaacp-q,1_645_058_757_185_547_324,olmni-w7kyp-kts4y-gpb7z-ulhf6-lf6wy-4lzpn-kyo4f-m557z-cmriv-dae,19daa5f947ee8f3ca641c2b114ef905a70f4382e8ea573f72973cfd1a0c881dd,250_000_000
